Player Name,Age,Market value,Left,Fee,Year,Club,Position
Anthony O'Connor,18,-,Blackburn U18,-,2011,Blackburn,defender
Ryan Edwards,18,-,Blackburn U18,-,2011,Blackburn,defender
Maceo Rigters,27,€500k,Willem II,"End of loanJun 30, 2011",2011,Blackburn,forward
Jake Kean,20,-,Rochdale,"End of loanNov 1, 2011",2011,Blackburn,goalkeeper
Hérold Goulon,23,€750k,Doncaster,"End of loanDec 31, 2011",2011,Blackburn,defender
Keith Andrews,31,€1.50m,Ipswich,"End of loanJan 30, 2012",2011,Blackburn,midfielder
Micah Evans,19,-,Accrington,"End of loanMay 31, 2012",2011,Blackburn,forward
Zac Aley,20,-,Southport,"End of loanJan 2, 2012",2011,Blackburn,midfielder
Tom Hitchcock,19,-,Plymouth,"End of loanOct 1, 2011",2011,Blackburn,forward
Josh Morris,20,€500k,Yeovil Town,"End of loanMay 31, 2012",2011,Blackburn,midfielder
Zac Aley,20,-,Macclesfield,"End of loanMay 31, 2012",2011,Blackburn,midfielder
Jordan Slew,19,€1.00m,Stevenage,"End of loanMay 31, 2012",2011,Blackburn,forward
Mauro Formica,22,€3.50m,Newell's,€4.00m,2010,Blackburn,midfielder
Jermaine Jones,29,€5.00m,FC Schalke 04,Loan fee:€600k,2010,Blackburn,midfielder
Rubén Rochina,19,€500k,Barcelona B,€450k,2010,Blackburn,forward
Benjani,31,€5.00m,Man City,free transfer,2010,Blackburn,forward
Roque Santa Cruz,29,€7.00m,Man City,loan transfer,2010,Blackburn,forward
Mame Diouf,22,€3.00m,Man Utd,loan transfer,2010,Blackburn,forward
Hérold Goulon,22,€2.00m,Without Club,-,2010,Blackburn,defender
Josh Morris,18,-,Blackburn U18,-,2010,Blackburn,midfielder
Jason Lowe,18,-,Blackburn U18,-,2010,Blackburn,midfielder
Zac Aley,18,-,Blackburn U18,-,2010,Blackburn,midfielder
Jake Kean,19,-,Blackburn U18,-,2010,Blackburn,goalkeeper
Michael Potts,18,-,Blackburn U18,-,2010,Blackburn,midfielder
Jason Brown,28,€500k,Leeds,"End of loanNov 14, 2010",2010,Blackburn,goalkeeper
Nick Blackman,21,€150k,Motherwell FC,"End of loanDec 1, 2010",2010,Blackburn,forward
El-Hadji Diouf,30,€3.00m,Rangers,"End of loanMay 31, 2011",2010,Blackburn,forward
Jake Kean,19,-,Hartlepool,"End of loanFeb 1, 2011",2010,Blackburn,goalkeeper
Nick Blackman,21,€400k,Aberdeen FC,"End of loanMay 31, 2011",2010,Blackburn,forward
Amine Linganzi,21,-,Preston,"End of loanMay 31, 2011",2010,Blackburn,midfielder
Jason Brown,29,€500k,Cardiff,"End of loanMay 23, 2011",2010,Blackburn,goalkeeper
Gavin Gunning,19,-,Bury,"End of loanJan 12, 2011",2010,Blackburn,defender
Alex Marrow,20,€50k,Crystal Palace,"End of loanJan 5, 2011",2010,Blackburn,midfielder
Gavin Gunning,20,€50k,Motherwell FC,"End of loanMay 31, 2011",2010,Blackburn,defender
Frank Fielding,22,€250k,Derby,"End of loanMar 1, 2011",2010,Blackburn,goalkeeper
Jason Brown,28,€500k,Leyton Orient,"End of loanDec 19, 2010",2010,Blackburn,goalkeeper
Zurab Khizanishvili,29,€750k,Reading,"End of loanMay 31, 2011",2010,Blackburn,defender
Jason Lowe,19,€50k,Oldham Athletic,"End of loanMay 1, 2011",2010,Blackburn,midfielder
Zac Aley,19,-,Morecambe FC,"End of loanMay 31, 2011",2010,Blackburn,midfielder
Aaron Doran,19,€75k,Inverness CT,"End of loanMay 1, 2011",2010,Blackburn,midfielder
Frank Fielding,22,€250k,Derby,"End of loanDec 1, 2010",2010,Blackburn,goalkeeper
Nikola Kalinic,21,€6.00m,Hajduk Split,€7.00m,2009,Blackburn,forward
Gaël Givet,27,€2.70m,Marseille,€4.00m,2009,Blackburn,defender
Pascal Chimbonda,30,€5.00m,Tottenham,€1.70m,2009,Blackburn,defender
Steven Nzonzi,20,€700k,Amiens SC,€580k,2009,Blackburn,midfielder
Yildiray Bastürk,31,€2.00m,VfB Stuttgart,free transfer,2009,Blackburn,midfielder
Elrio van Heerden,25,€1.75m,Club Brugge,free transfer,2009,Blackburn,midfielder
Lars Jacobsen,29,€1.50m,Everton,free transfer,2009,Blackburn,defender
Amine Linganzi,20,€150k,Saint-Étienne,free transfer,2009,Blackburn,midfielder
Míchel Salgado,33,€1.80m,Real Madrid,free transfer,2009,Blackburn,defender
Franco Di Santo,20,€2.30m,Chelsea,loan transfer,2009,Blackburn,forward
Junior Hoilett,19,€1.00m,Blackburn Res.,-,2009,Blackburn,forward
Andy Haworth,20,-,Blackburn U18,-,2009,Blackburn,midfielder
Michael Hall,18,-,Blackburn U18,-,2009,Blackburn,defender
Aaron Doran,18,-,Blackburn U18,-,2009,Blackburn,midfielder
Gearoid Morrissey,17,-,Blackburn U18,-,2009,Blackburn,midfielder
Gavin Gunning,18,-,Blackburn U18,-,2009,Blackburn,defender
Phil Jones,17,€50k,Blackburn Res.,-,2009,Blackburn,defender
Grant Hanley,18,-,Blackburn U18,-,2009,Blackburn,defender
Johnny Flynn,19,-,Chester City,"End of loanOct 1, 2009",2009,Blackburn,defender
Nick Blackman,20,€150k,Oldham Athletic,"End of loanJan 4, 2010",2009,Blackburn,forward
Zurab Khizanishvili,28,€1.00m,Reading,"End of loanMay 31, 2010",2009,Blackburn,defender
Alan Judge,21,€50k,Plymouth,"End of loanMay 1, 2010",2009,Blackburn,midfielder
Keith Treacy,21,€700k,Sheff Utd,"End of loanDec 1, 2009",2009,Blackburn,midfielder
Steven Reid,28,€3.50m,QPR,"End of loanDec 1, 2009",2009,Blackburn,defender
Aaron Doran,18,€50k,Leyton Orient,"End of loanMar 1, 2010",2009,Blackburn,midfielder
Andy Haworth,21,€50k,Rochdale,"End of loanMay 1, 2010",2009,Blackburn,midfielder
Johnny Flynn,20,€50k,Accrington,"End of loanMay 1, 2010",2009,Blackburn,defender
Alex Marrow,20,€50k,Oldham Athletic,"End of loanMay 31, 2010",2009,Blackburn,midfielder
Gavin Gunning,18,-,Tranmere Rovers,"End of loanSep 6, 2009",2009,Blackburn,defender
Andy Haworth,21,€50k,Bury,"End of loanMay 1, 2010",2009,Blackburn,midfielder
Frank Fielding,21,€300k,Leeds,"End of loanOct 1, 2009",2009,Blackburn,goalkeeper
Zurab Khizanishvili,28,€1.30m,Newcastle,"End of loanDec 31, 2009",2009,Blackburn,defender
Andy Haworth,21,-,Gateshead,"End of loanDec 1, 2009",2009,Blackburn,midfielder
Aaron Doran,18,€50k,MK Dons,"End of loanNov 1, 2009",2009,Blackburn,midfielder
Gavin Gunning,19,€75k,Rotherham,"End of loanMay 31, 2010",2009,Blackburn,defender
Frank Fielding,22,€250k,Rochdale,"End of loanMay 1, 2010",2009,Blackburn,goalkeeper
Mark Bunn,25,€300k,Sheff Utd,"End of loanMar 1, 2010",2009,Blackburn,goalkeeper
Matt Derbyshire,23,€3.50m,Olympiacos,"End of loanJun 30, 2009",2009,Blackburn,forward
Steven Reid,29,€3.00m,West Brom,"End of loanMay 1, 2010",2009,Blackburn,defender
Paul Robinson,28,€5.00m,Tottenham,€4.40m,2008,Blackburn,goalkeeper
Vince Grella,28,€2.50m,Torino,€4.00m,2008,Blackburn,midfielder
El-Hadji Diouf,28,€4.50m,Sunderland,€2.20m,2008,Blackburn,forward
Keith Andrews,27,€100k,MK Dons,€930k,2008,Blackburn,midfielder
Mark Bunn,23,-,Northampton,€150k,2008,Blackburn,goalkeeper
Danny Simpson,21,€900k,Man Utd,loan transfer,2008,Blackburn,defender
Nick Blackman,19,-,Macclesfield,?,2008,Blackburn,forward
Gaël Givet,27,€2.70m,Marseille,loan transfer,2008,Blackburn,defender
Carlos Villanueva,22,€2.00m,Audax Italiano,loan transfer,2008,Blackburn,midfielder
Robbie Fowler,33,€1.80m,Without Club,-,2008,Blackburn,forward
Johnny Flynn,18,-,Blackburn U18,-,2008,Blackburn,defender
Andreas Arestidou,18,-,Blackburn U18,-,2008,Blackburn,goalkeeper
Alex Marrow,18,-,Blackburn U18,-,2008,Blackburn,midfielder
Alan Judge,19,-,Blackburn Res.,-,2008,Blackburn,midfielder
Frank Fielding,20,€300k,Northampton,"End of loanNov 1, 2008",2008,Blackburn,goalkeeper
Mark Bunn,24,€150k,Leicester,"End of loanMar 1, 2009",2008,Blackburn,goalkeeper
Maceo Rigters,25,€900k,Barnsley FC,"End of loanMay 1, 2009",2008,Blackburn,forward
Jon Bateson,19,-,Buxton,"End of loanDec 31, 2008",2008,Blackburn,defender
Tony Kane,21,-,Stockport,"End of loanNov 1, 2008",2008,Blackburn,defender
Gunnar Nielsen,22,€250k,Motherwell FC,"End of loanDec 30, 2008",2008,Blackburn,goalkeeper
Nick Blackman,19,€150k,Blackpool,"End of loanMay 1, 2009",2008,Blackburn,forward
Frank Fielding,21,€300k,Rochdale,"End of loanMay 1, 2009",2008,Blackburn,goalkeeper
Jamie Clarke,20,€50k,Accrington,"End of loanDec 1, 2008",2008,Blackburn,forward
Paul Gallagher,24,€1.75m,Plymouth,"End of loanMay 1, 2009",2008,Blackburn,midfielder
Rostyn Griffiths,20,€300k,Accrington,"End of loanDec 31, 2008",2008,Blackburn,defender
Roque Santa Cruz,25,€3.00m,Bayern Munich,€5.00m,2007,Blackburn,forward
Maceo Rigters,23,€1.00m,NAC Breda,€1.20m,2007,Blackburn,forward
Zak Jones,18,-,Stockport,?,2007,Blackburn,goalkeeper
Gunnar Nielsen,20,€1.25m,BK Frem,?,2007,Blackburn,goalkeeper
Jamie Clarke,18,-,Blackburn U18,-,2007,Blackburn,forward
Rostyn Griffiths,19,-,Blackburn U18,-,2007,Blackburn,defender
Johann Vogel,30,€3.00m,Without Club,-,2007,Blackburn,midfielder
Frank Fielding,19,-,Blackburn U18,-,2007,Blackburn,goalkeeper
Keith Treacy,18,-,Blackburn U18,-,2007,Blackburn,midfielder
Martin Olsson,19,€50k,Blackburn U18,-,2007,Blackburn,defender
Bryan Hodge,20,€50k,Darlington,"End of loanMay 1, 2008",2007,Blackburn,midfielder
Maceo Rigters,24,€1.25m,Norwich,"End of loanMay 1, 2008",2007,Blackburn,forward
Frank Fielding,20,€300k,Wycombe,"End of loanMay 1, 2008",2007,Blackburn,goalkeeper
Rostyn Griffiths,20,€150k,Gretna FC,"End of loanMay 1, 2008",2007,Blackburn,defender
Bryan Hodge,20,€50k,Millwall,"End of loanDec 31, 2007",2007,Blackburn,midfielder
Eddie Nolan,19,€100k,Hartlepool,"End of loanJan 22, 2008",2007,Blackburn,defender
Paul Gallagher,23,€1.25m,Preston,"End of loanDec 1, 2007",2007,Blackburn,midfielder
Paul Gallagher,23,€1.25m,Stoke City,"End of loanMay 1, 2008",2007,Blackburn,midfielder
Andy Taylor,21,€250k,Tranmere Rovers,"End of loanDec 1, 2007",2007,Blackburn,defender
Jason Roberts,28,€3.85m,Wigan,€4.08m,2006,Blackburn,forward
Benni McCarthy,28,€6.00m,FC Porto,€3.70m,2006,Blackburn,forward
David Dunn,27,€5.50m,Birmingham,€3.20m,2006,Blackburn,midfielder
André Ooijer,32,€2.50m,PSV Eindhoven,€3.00m,2006,Blackburn,defender
Stephen Warnock,25,€1.80m,Liverpool,€2.25m,2006,Blackburn,defender
Zurab Khizanishvili,24,€2.50m,Rangers,€750k,2006,Blackburn,defender
Christopher Samba,22,€500k,Hertha BSC,€500k,2006,Blackburn,defender
Bruno Berner,29,€450k,FC Basel,€500k,2006,Blackburn,defender
Francis Jeffers,25,€2.60m,Charlton,free transfer,2006,Blackburn,forward
Jason Brown,24,€50k,Gillingham FC,free transfer,2006,Blackburn,goalkeeper
Shabani Nonda,29,€6.00m,AS Roma,loan transfer,2006,Blackburn,forward
Eddie Nolan,17,-,Blackburn U18,-,2006,Blackburn,defender
Stéphane Henchoz,32,€3.40m,Without Club,-,2006,Blackburn,defender
Bryan Hodge,18,-,Blackburn U18,-,2006,Blackburn,midfielder
Matt Derbyshire,20,€200k,Blackburn Res.,-,2006,Blackburn,forward
Jon Bateson,16,-,Blackburn U18,-,2006,Blackburn,defender
Joe Garner,18,-,Blackburn U18,-,2006,Blackburn,forward
Tony Kane,18,-,Blackburn U18,-,2006,Blackburn,defender
Michael Gray,32,€1.50m,Leeds,"End of loanMay 7, 2007",2006,Blackburn,defender
Keith Barker,20,€200k,Rochdale,"End of loanDec 31, 2006",2006,Blackburn,forward
Bryan Hodge,19,-,Mansfield Town,"End of loanApr 1, 2007",2006,Blackburn,midfielder
Tony Kane,19,€200k,Cercle Brugge,"End of loanMay 1, 2007",2006,Blackburn,defender
Eddie Nolan,18,-,Stockport,"End of loanApr 19, 2007",2006,Blackburn,defender
Andy Taylor,21,€250k,Huddersfield,"End of loanApr 1, 2007",2006,Blackburn,defender
Andy Taylor,20,€250k,Crewe Alexandra,"End of loanNov 1, 2006",2006,Blackburn,defender
Tony Kane,19,-,Stockport,"End of loanDec 1, 2006",2006,Blackburn,defender
Francis Jeffers,26,€2.60m,Ipswich,"End of loanMay 7, 2007",2006,Blackburn,forward
Craig Bellamy,25,€9.00m,Newcastle,€7.50m,2005,Blackburn,forward
David Bentley,21,€2.00m,Arsenal,€1.75m,2005,Blackburn,midfielder
Florent Sinama-Pongolle,21,€1.75m,Liverpool,Loan fee:€150k,2005,Blackburn,forward
Shefki Kuqi,28,€1.00m,Ipswich,free transfer,2005,Blackburn,forward
Zurab Khizanishvili,23,€2.50m,Rangers,loan transfer,2005,Blackburn,defender
Richard Lee,22,€50k,Watford,loan transfer,2005,Blackburn,goalkeeper
David Bentley,20,€2.00m,Arsenal,loan transfer,2005,Blackburn,midfielder
Zak Jones,17,-,Southampton,?,2005,Blackburn,goalkeeper
Sergio Peter,18,€100k,Blackburn Res.,-,2005,Blackburn,midfielder
Andy Taylor,19,-,Blackburn U18,-,2005,Blackburn,defender
Luke Jones,18,-,Blackburn U18,-,2005,Blackburn,defender
Keith Barker,18,-,Blackburn U18,-,2005,Blackburn,forward
Zak Jones,16,-,Blackburn U18,-,2005,Blackburn,goalkeeper
Keith Barker,19,€200k,Cercle Brugge,"End of loanMar 1, 2006",2005,Blackburn,forward
Jemal Johnson,20,€75k,Darlington,"End of loanApr 1, 2006",2005,Blackburn,forward
Jemal Johnson,20,€75k,Preston,"End of loanNov 1, 2005",2005,Blackburn,forward
Jay McEveley,20,€400k,Ipswich,"End of loanDec 31, 2005",2005,Blackburn,defender
Gary Harkins,20,€100k,Blackpool,"End of loanDec 18, 2005",2005,Blackburn,midfielder
Andy Taylor,20,€250k,Blackpool,"End of loanMay 1, 2006",2005,Blackburn,defender
Andy Taylor,19,-,QPR,"End of loanFeb 1, 2006",2005,Blackburn,defender
Jonathan Douglas,24,€900k,Leeds,"End of loanMay 31, 2006",2005,Blackburn,midfielder
Luke Jones,19,€800k,Cercle Brugge,"End of loanMay 1, 2006",2005,Blackburn,defender
Paul Gallagher,21,€1.25m,Stoke City,"End of loanMay 1, 2006",2005,Blackburn,midfielder
Robbie Savage,30,€5.00m,Birmingham,€4.50m,2004,Blackburn,midfielder
Morten Gamst Pedersen,22,-,Tromsø,€2.25m,2004,Blackburn,midfielder
Aaron Mokoena,24,€1.75m,KRC Genk,€900k,2004,Blackburn,defender
Paul Dickov,31,-,Leicester,€225k,2004,Blackburn,forward
Ryan Nelsen,27,-,D.C. United,free transfer,2004,Blackburn,defender
Javi de Pedro,30,-,Real Sociedad,free transfer,2004,Blackburn,midfielder
Dominic Matteo,30,-,Leeds,free transfer,2004,Blackburn,defender
Jay Bothroyd,22,-,Perugia,loan transfer,2004,Blackburn,forward
Youri Djorkaeff,36,-,Without Club,-,2004,Blackburn,midfielder
Paul Weaver,18,-,Blackburn U18,-,2004,Blackburn,midfielder
Jemal Johnson,19,-,Blackburn U18,-,2004,Blackburn,forward
Egil Østenstad,32,-,Rangers,"End of loanJun 30, 2004",2004,Blackburn,forward
Jerome Watt,20,€200k,Cercle Brugge,"End of loanDec 31, 2004",2004,Blackburn,midfielder
Paul Weaver,18,-,Cercle Brugge,"End of loanDec 31, 2004",2004,Blackburn,midfielder
Michael Gray,30,€2.00m,Leeds,"End of loanMay 9, 2005",2004,Blackburn,defender
David Yelldell,23,€100k,Brighton,"End of loanFeb 28, 2005",2004,Blackburn,goalkeeper
Neil Danns,21,-,Hartlepool,"End of loanJun 30, 2004",2004,Blackburn,midfielder
Jonathan Douglas,23,€75k,Gillingham FC,"End of loanMay 31, 2005",2004,Blackburn,midfielder
Alan Morgan,21,€75k,Cheltenham,"End of loanMay 1, 2005",2004,Blackburn,midfielder
Neil Danns,21,€50k,Colchester Utd.,"End of loanNov 10, 2004",2004,Blackburn,midfielder
Gary Harkins,20,-,Bury,"End of loanMar 7, 2005",2004,Blackburn,midfielder
Barry Ferguson,25,-,Rangers,€9.75m,2003,Blackburn,midfielder
Steven Reid,22,-,Millwall,€3.60m,2003,Blackburn,defender
Brett Emerton,24,-,Feyenoord,€3.00m,2003,Blackburn,midfielder
Lorenzo Amoruso,32,-,Rangers,€2.10m,2003,Blackburn,defender
Jon Stead,20,-,Huddersfield,€1.88m,2003,Blackburn,forward
Vratislav Gresko,25,-,AC Parma,€1.80m,2003,Blackburn,defender
Peter Enckelman,26,-,Aston Villa,€215k,2003,Blackburn,goalkeeper
David Yelldell,21,-,St. Kickers II,free transfer,2003,Blackburn,goalkeeper
Michael Gray,29,-,Sunderland,free transfer,2003,Blackburn,defender
Markus Babbel,30,-,Liverpool,loan transfer,2003,Blackburn,defender
Peter Enckelman,26,-,Aston Villa,loan transfer,2003,Blackburn,goalkeeper
Martin Andresen,26,-,Stabæk,loan transfer,2003,Blackburn,midfielder
Paul Gallagher,18,-,Blackburn U18,-,2003,Blackburn,midfielder
Jerome Watt,19,-,Blackburn U18,-,2003,Blackburn,midfielder
Alan Morgan,19,-,Blackburn U18,-,2003,Blackburn,midfielder
Gary Harkins,18,-,Blackburn U18,-,2003,Blackburn,midfielder
Matt Jansen,26,-,Coventry,"End of loanDec 1, 2003",2003,Blackburn,forward
Alan Morgan,19,-,Darlington,"End of loanNov 1, 2003",2003,Blackburn,midfielder
Jonathan Douglas,21,-,Blackpool,"End of loanNov 2, 2003",2003,Blackburn,midfielder
Andy Todd,29,-,Burnley,"End of loanOct 1, 2003",2003,Blackburn,defender
Alan Mahon,25,-,Ipswich,"End of loanDec 1, 2003",2003,Blackburn,midfielder
Neil Danns,21,-,Blackpool,"End of loanDec 31, 2003",2003,Blackburn,midfielder
Gary Harkins,19,-,Huddersfield,"End of loanMay 31, 2004",2003,Blackburn,midfielder
Dwight Yorke,30,-,Man Utd,€3.50m,2002,Blackburn,forward
David Thompson,24,-,Coventry,€2.25m,2002,Blackburn,midfielder
Andy Todd,27,-,Charlton,€1.50m,2002,Blackburn,defender
Sebastian Pelzer,21,-,K'lautern II,free transfer,2002,Blackburn,defender
Vratislav Gresko,25,-,AC Parma,loan transfer,2002,Blackburn,defender
Hakan Şükür,31,-,Without Club,-,2002,Blackburn,forward
John Fitzgerald,18,-,Blackburn U18,-,2002,Blackburn,defender
Ryan Robinson,19,-,Blackburn U18,-,2002,Blackburn,goalkeeper
Jay McEveley,17,-,Blackburn U18,-,2002,Blackburn,defender
Michael Taylor,19,-,Blackburn Res.,-,2002,Blackburn,defender
Neil Danns,19,-,Blackburn Res.,-,2002,Blackburn,midfielder
Jim Corbett,22,-,Darlington,"End of loanMay 4, 2003",2002,Blackburn,forward
Craig Hignett,32,-,Coventry,"End of loanDec 29, 2002",2002,Blackburn,forward
Jonathan Douglas,21,-,Chesterfield FC,"End of loanMay 31, 2003",2002,Blackburn,midfielder
Gordon Greer,22,-,Stockport,"End of loanMay 1, 2003",2002,Blackburn,defender
Michael Taylor,20,-,Carlisle United,"End of loanFeb 11, 2003",2002,Blackburn,defender
Alan Mahon,25,-,Cardiff,"End of loanMay 1, 2003",2002,Blackburn,midfielder
Corrado Grabbi,26,-,Messina Peloro,"End of loanJun 30, 2002",2002,Blackburn,forward
John Curtis,24,-,Sheff Utd,"End of loanMay 1, 2003",2002,Blackburn,defender
Marc Richards,20,-,Swansea,"End of loanMay 1, 2003",2002,Blackburn,forward
Michael Taylor,20,-,Rochdale,"End of loanMay 31, 2003",2002,Blackburn,defender
Andy Cole,30,-,Man Utd,€12.20m,2001,Blackburn,forward
Corrado Grabbi,25,-,Ternana,€11.36m,2001,Blackburn,forward
Hakan Ünsal,28,-,Galatasaray,€3.00m,2001,Blackburn,defender
Nils-Eric Johansson,21,-,1.FC Nuremberg,€3.00m,2001,Blackburn,defender
Tugay Kerimoğlu,30,-,Rangers,€1.95m,2001,Blackburn,midfielder
Lucas Neill,23,-,Millwall,€1.50m,2001,Blackburn,defender
Gordon Greer,20,-,Clyde FC,free transfer,2001,Blackburn,defender
Yordi,26,-,Real Zaragoza,loan transfer,2001,Blackburn,forward
Alan Kelly,32,-,Stockport,"End of loanJun 30, 2001",2001,Blackburn,goalkeeper
Alan Kelly,33,-,Birmingham,"End of loanDec 31, 2001",2001,Blackburn,goalkeeper
James Thomas,23,-,Bristol Rovers,"End of loanApr 21, 2002",2001,Blackburn,forward
Marc Richards,19,-,Halifax Town,"End of loanMay 1, 2002",2001,Blackburn,forward
Alan Miller,31,-,St. Johnstone,"End of loanFeb 15, 2002",2001,Blackburn,goalkeeper
Jeff Kenna,31,-,Wigan,"End of loanDec 1, 2001",2001,Blackburn,defender
Simon Grayson,31,-,Notts County,"End of loanNov 4, 2001",2001,Blackburn,defender
Simon Grayson,32,-,Bradford,"End of loanApr 22, 2002",2001,Blackburn,defender
Ben Burgess,20,-,Brentford,"End of loanMay 1, 2002",2001,Blackburn,forward
Egil Østenstad,29,-,Man City,"End of loanJun 30, 2001",2001,Blackburn,forward
Marlon Broomes,24,-,Grimsby Town,"End of loanDec 7, 2001",2001,Blackburn,defender
Marc Richards,19,-,Crewe Alexandra,"End of loanSep 1, 2001",2001,Blackburn,forward
Marc Richards,19,-,Oldham Athletic,"End of loanDec 1, 2001",2001,Blackburn,forward
Kevin Davies,21,-,Southampton,€11.25m,1998,Blackburn,forward
Christian Dailly,24,-,Derby,€7.95m,1998,Blackburn,defender
Ashley Ward,28,-,Barnsley FC,€6.29m,1998,Blackburn,forward
Matt Jansen,21,-,Crystal Palace,€6.00m,1998,Blackburn,forward
Nathan Blake,26,-,Bolton,€5.95m,1998,Blackburn,forward
Jason McAteer,27,-,Liverpool,€5.55m,1998,Blackburn,midfielder
Lee Carsley,25,-,Derby,€5.10m,1998,Blackburn,midfielder
Sébastien Pérez,24,-,SC Bastia,€3.60m,1998,Blackburn,defender
Keith Gillespie,23,-,Newcastle,€3.50m,1998,Blackburn,midfielder
Oumar Kondé,19,-,FC Basel,€750k,1998,Blackburn,defender
David McNamee,18,-,St. Mirren FC U17,€450k,1998,Blackburn,defender
Darren Peacock,30,-,Newcastle,free transfer,1998,Blackburn,defender
Dario Marcolin,27,-,Lazio,loan transfer,1998,Blackburn,midfielder
Peter Murphy,17,-,Blackburn U18,-,1998,Blackburn,defender
Luke Staton,19,-,Blackburn U18,-,1998,Blackburn,midfielder
David Dunn,18,-,Blackburn U18,-,1998,Blackburn,midfielder
Ben Burgess,16,-,Blackburn U18,-,1998,Blackburn,forward
Martin Taylor,18,-,Blackburn U18,-,1998,Blackburn,defender
Gary Hamilton,17,-,Blackburn U18,-,1998,Blackburn,forward
Robbie Doyle,16,-,Blackburn U18,-,1998,Blackburn,forward
Andy McAvoy,18,-,Blackburn U18,-,1998,Blackburn,midfielder
Tony Williams,-,-,Macclesfield,End of loan,1998,Blackburn,goalkeeper
Tony Williams,-,-,Huddersfield,End of loan,1998,Blackburn,goalkeeper
Anthony Williams,21,-,Bristol Rovers,"End of loanMay 1, 1999",1998,Blackburn,goalkeeper
Anthony Williams,21,-,Macclesfield,"End of loanFeb 1, 1999",1998,Blackburn,goalkeeper
David McNamee,18,-,St. Mirren,"End of loanMay 1, 1999",1998,Blackburn,defender
